shoe#,round#,dealer hand,dealer value,dealer face card,player1 hand,player1 value,player1 action,player1 statues,Hi-Lo, Hi-Lo True, Hi-Opt I, Hi-Opt I True, Hi-Opt II, Hi-Opt II True, KO, KO True, Omega II, Omega II True, Halves, Halves True, Zen Count, Zen Count True,remain cards, 
1,1,
